,INSTNM,CITY,STABBR,HCM2,PREDDEG,HIGHDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4_POOLED_SUPP,RET_FTL4_POOLED_SUPP,RET_PT4_POOLED_SUPP,RET_PTL4_POOLED_SUPP,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GT_25K_P6,GT_28K_P6,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP
2,Amridge University,Montgomery,AL,0,3,4,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556,0.0,1.0,293.0,0.157,0.2355,0.0068,0.0,0.0,0.0034,0.0,0.0,0.5973,0.5392,1,,10155.0,,,,,,10155.0,,,,,0.6971,,,,,0.8436,0.8571,39600.0,0.6579999999999999,0.542,22890.0,243.34377329984198,0.23076923079999997,,
10,Birmingham Southern College,Birmingham,AL,0,3,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,500.0,610.0,490.0,570.0,,,555.0,530.0,,23.0,28.0,22.0,29.0,22.0,26.0,,,26.0,26.0,24.0,,1150.0,1150.0,0.0,0.023,0.0,0.0077,0.0268,0.0,0.0,0.0,0.046,0.0077,0.0,0.0077,0.0,0.0,0.023,0.0,0.0,0.1379,0.0498,0.0,0.0383,0.0,0.0307,0.0,0.0575,0.0,0.0728,0.0,0.0,0.0881,0.0,0.0,0.0,0.0,0.1034,0.0,0.2261,0.0536,0.0,1289.0,0.7921,0.1171,0.0217,0.0489,0.006999999999999999,0.0,0.0109,0.0,0.0023,0.0054,1,,23227.0,,,,,,20815.0,19582.0,23126.0,24161.0,25729.0,0.1888,0.8386,,,,0.4729,0.0141,46700.0,0.637,0.618,26045.0,276.88460356462997,0.7559912854,,0.6439
16,Faulkner University,Montgomery,AL,0,3,4,2,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,430.0,570.0,450.0,550.0,430.0,510.0,500.0,500.0,470.0,18.0,23.0,16.0,24.0,16.0,22.0,,,21.0,20.0,19.0,,972.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0344,0.0,0.0,0.0,0.0,0.0194,0.0086,0.0237,0.0,0.0108,0.0,0.0,0.0,0.0344,0.0,0.0086,0.0,0.0,0.0172,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0194,0.643,0.0022,0.0,2297.0,0.4101,0.5037,0.0222,0.0044,0.0048,0.0026,0.02,0.0244,0.0078,0.2255,1,,18298.0,,,,,,19835.0,21835.0,20143.0,9556.0,16396.0,0.4727,0.5576,,0.5128,,0.6954,0.4353,35400.0,0.614,0.532,22850.0,242.918532979528,0.3081623745,,0.2683
23,Huntingdon College,Montgomery,AL,0,3,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,420.0,525.0,425.0,525.0,,,473.0,475.0,,19.0,24.0,18.0,24.0,17.0,23.0,,,22.0,21.0,20.0,,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0442,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0924,0.0201,0.0,0.0,0.1205,0.004,0.008,0.008,0.0,0.0482,0.008,0.0,0.0361,0.0,0.0,0.0,0.0,0.0241,0.0402,0.4378,0.0161,0.0,1140.0,0.6421,0.2114,0.0395,0.0035,0.0088,0.0009,0.0421,0.0018,0.05,0.2281,1,,20359.0,,,,,,16878.0,20310.0,21747.0,22610.0,23154.0,0.4425,0.6367,,,,0.7093,0.2196,39900.0,0.612,0.573,27000.0,287.037216212134,0.5146036160999999,,0.3996
24,Heritage Christian University,Florence,AL,0,3,4,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,,,300.0,560.0,,,430.0,,,,,,,11.0,12.0,,,,12.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.72,0.14,0.0,0.02,0.04,0.0,0.04,0.02,0.02,0.56,1,,9009.0,,,,,,9499.0,9221.0,8659.0,,,0.569,,,,,0.2586,0.5862,,,,,,,,
31,Judson College,Marion,AL,0,3,3,2,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,580.0,581.0,530.0,531.0,,,581.0,531.0,,19.0,24.0,18.0,25.0,16.0,23.0,,,22.0,22.0,20.0,,1013.0,1013.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619,0.0476,0.0476,0.0,0.0,0.0,0.0,0.0,0.0714,0.2143,0.0238,0.0476,0.0,327.0,0.7064,0.1896,0.0122,0.0214,0.0031,0.0,0.0061,0.0,0.0612,0.263,1,,17914.0,,,,,,16833.0,17547.0,17288.0,20760.0,20308.0,0.6364,0.6875,,,,0.5642,0.3422,26100.0,0.40700000000000003,0.402,21744.0,231.16063812283798,0.4702970297,,0.3665
36,Miles College,Fairfield,AL,0,3,3,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0043,0.0,0.0,0.0601,0.0,0.0386,0.0,0.0386,0.0,0.0,0.0,0.0472,0.0,0.0172,0.0,0.0,0.0558,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.2661,0.1073,0.0215,0.0,0.0,0.0,0.0,0.0086,0.0,0.2661,0.0343,0.0,1820.0,0.0203,0.9621,0.0055,0.0011,0.0005,0.0,0.0088,0.0,0.0016,0.0269,1,,16472.0,,,,,,15943.0,16654.0,19389.0,17973.0,18531.0,0.8372,0.5397,,,,0.9044,0.1447,26500.0,0.374,0.33,33754.5,358.844359801202,0.149776928,,0.185
37,University of Mobile,Mobile,AL,0,3,4,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,430.0,540.0,420.0,580.0,,,485.0,500.0,,19.0,25.0,18.0,25.0,17.0,23.0,,,22.0,22.0,20.0,,1029.0,1029.0,0.0,0.0038,0.0,0.0,0.0301,0.0,0.015,0.0,0.1278,0.0,0.0,0.0,0.0,0.0,0.0075,0.0451,0.0,0.0489,0.0113,0.0,0.0827,0.0301,0.0376,0.0677,0.0,0.0,0.0602,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0451,0.1429,0.1805,0.0113,0.0,1367.0,0.5384,0.196,0.019,0.008,0.0088,0.0,0.0271,0.0432,0.1595,0.0922,1,,21533.0,,,,,,19380.0,19432.0,21287.0,23998.0,24116.0,0.4965,0.7281,,,,0.7663,0.2129,35200.0,0.578,0.519,26579.5,282.56687734483,0.44387229659999994,,0.461
42,Oakwood University,Huntsville,AL,0,3,4,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,390.0,520.0,360.0,490.0,,,455.0,425.0,,16.0,21.0,15.0,22.0,15.0,21.0,,,19.0,19.0,18.0,,886.0,886.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0173,0.0,0.0346,0.0,0.0,0.0202,0.0144,0.0,0.0173,0.121,0.0,0.1412,0.0202,0.0,0.0029,0.0,0.0,0.0836,0.0202,0.0,0.0605,0.0,0.0432,0.0288,0.0,0.0,0.0,0.0,0.0231,0.1729,0.1499,0.0058,0.0,1719.0,0.0047,0.8656,0.0326,0.0017,0.0041,0.0,0.0,0.0652,0.0262,0.0541,1,,24596.0,,,,,,24898.0,24833.0,26833.0,25367.0,19508.0,0.5337,0.7511,,,,0.7149,0.14800000000000002,29700.0,0.418,0.381,31000.0,329.56124824356095,0.2837301587,,0.4452
47,Samford University,Birmingham,AL,0,3,4,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,520.0,620.0,500.0,618.0,500.0,610.0,570.0,559.0,555.0,23.0,29.0,24.0,31.0,21.0,27.0,,,26.0,28.0,24.0,,1170.0,1170.0,0.0,0.0026,0.0,0.0,0.0673,0.0,0.0116,0.0,0.0362,0.0065,0.0,0.0142,0.0517,0.0233,0.0168,0.0026,0.0,0.0362,0.0065,0.0,0.0026,0.0569,0.0181,0.0065,0.0026,0.0,0.0479,0.0,0.0129,0.044000000000000004,0.0,0.0,0.0,0.0,0.0647,0.2924,0.1578,0.0181,0.0,3324.0,0.8309,0.0692,0.0391,0.0114,0.0021,0.0,0.0174,0.0232,0.0066,0.0361,1,,29026.0,,,,,,22498.0,31440.0,27761.0,30207.0,31226.0,0.1199,0.888,,,,0.3277,0.0518,49900.0,0.738,0.696,20702.0,220.083127778651,0.7767548906999999,,0.7328
48,Selma University,Selma,AL,0,3,3,2,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.1724,0.6552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,165.0,0.0,0.8364,0.0,0.0,0.0,0.0,0.0,0.0424,0.1212,0.0242,1,,4455.0,,,,,,4321.0,5660.0,4841.0,,,0.8822,0.5574,,0.1395,,0.1369,0.535,,,,,,0.11793611789999998,,0.9824
52,Spring Hill College,Mobile,AL,0,3,4,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,600.0,500.0,590.0,,,550.0,545.0,,22.0,27.0,22.0,29.0,20.0,25.0,,,25.0,26.0,23.0,,1121.0,1121.0,0.0,0.0,0.0,0.0,0.1085,0.0,0.0,0.0,0.0708,0.0047,0.0,0.0047,0.0,0.0,0.0566,0.066,0.0,0.1038,0.0236,0.0,0.0,0.0,0.0189,0.0,0.0094,0.0,0.1179,0.0,0.0,0.0755,0.0,0.0,0.0,0.0,0.0236,0.066,0.2311,0.0189,0.0,1379.0,0.6896,0.1465,0.0319,0.0138,0.0058,0.0036,0.0464,0.0283,0.0341,0.0102,1,,5772.0,,,,,,4170.0,4650.0,6826.0,6992.0,6940.0,0.3062,0.7854,,,,0.75,0.0281,45100.0,0.6729999999999999,0.606,,,0.6072013093,,0.5288
54,Stillman College,Tuscaloosa,AL,0,3,3,2,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,350.0,460.0,390.0,450.0,,,405.0,420.0,,14.0,17.0,13.0,19.0,14.0,16.0,,,16.0,16.0,15.0,,765.0,765.0,0.0,0.0,0.0,0.0,0.0826,0.0,0.0,0.0,0.0579,0.0,0.0,0.0,0.0,0.0,0.0165,0.0661,0.0,0.1983,0.0165,0.0,0.0,0.1322,0.0,0.0083,0.0,0.0,0.1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.1901,0.0413,0.0,628.0,0.0382,0.9506,0.008,0.0016,0.0,0.0,0.0,0.0016,0.0,0.078,1,,15337.0,,,,,,14059.0,17452.0,18223.0,18349.0,,0.8022,0.5029,,,,0.9039,0.0737,28200.0,0.373,0.36200000000000004,33500.0,356.13876826320296,0.2526595745,,0.2057
55,Talladega College,Talladega,AL,0,3,3,2,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0472,0.0,0.0551,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0236,0.0,0.0,0.1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0,0.0709,0.0472,0.0787,0.0472,0.0,0.0,0.0,0.0,0.1811,0.0,0.2441,0.0079,0.0,669.0,0.0224,0.8535,0.0463,0.0,0.0,0.0015,0.0344,0.0299,0.012,0.0673,1,,14042.0,,,,,,13393.0,14568.0,14719.0,16068.0,,0.8382,0.5764,,0.64,,0.8049,0.0839,21900.0,0.33299999999999996,0.314,31000.0,329.56124824356095,0.1789181692,,0.3969
58,Tuskegee University,Tuskegee,AL,0,3,4,2,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,440.0,560.0,450.0,550.0,,,500.0,500.0,,21.0,22.0,18.0,22.0,18.0,22.0,,,22.0,20.0,20.0,,1006.0,1006.0,0.0925,0.011000000000000001,0.0374,0.0,0.0,0.0,0.0286,0.0,0.022000000000000002,0.1828,0.0,0.0,0.0088,0.0,0.022000000000000002,0.0,0.0,0.1145,0.0088,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.1035,0.0,0.0264,0.0507,0.0,0.0,0.0,0.0,0.0,0.0573,0.1938,0.0176,0.0,2393.0,0.0054,0.7263,0.005,0.0033,0.0,0.0008,0.0,0.0,0.2591,0.0196,1,,32560.0,,,,,,31357.0,32265.0,34685.0,31599.0,,0.2446,0.7003,,,,0.7506,0.0418,35500.0,0.557,0.512,32500.0,345.507760255346,0.49601737869999996,,0.4557
59,United States Sports Academy,Daphne,AL,0,3,4,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.5972,0.0972,0.125,0.0139,0.0,0.0,0.0972,0.0,0.0694,0.8472,1,,,,,,,,,,,,,0.3411,,,,,0.4651,0.7519,,0.7120000000000001,0.625,,,0.44360902259999996,,
62,Alaska Bible College,Palmer,AK,0,1,3,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.7879,0.0303,0.0606,0.0,0.0606,0.0,0.0606,0.0,0.0,0.1212,1,,14767.0,,,,,,,10200.0,,16800.0,17300.0,0.2121,,,,,0.2424,0.2727,,,,,,,,
65,Alaska Pacific University,Anchorage,AK,0,3,4,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,,,,390.0,520.0,,,455.0,,,,,,,,,,,,,,,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0612,0.0,0.1633,0.0,0.0,0.0204,0.0408,0.0,0.0,0.0408,0.0,0.1224,0.0,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3878,0.0,0.0,262.0,0.4885,0.042,0.0076,0.0153,0.1565,0.0076,0.1565,0.0,0.126,0.2748,1,,18413.0,,,,,,10269.0,19613.0,18862.0,21156.0,25336.0,0.3121,0.5263,,,,0.4858,0.4514,40200.0,0.6709999999999999,0.601,19500.0,207.30465615320702,0.5701357466,,0.5
75,CollegeAmerica-Flagstaff,Flagstaff,AZ,0,2,3,2,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696,0.0652,0.0,0.0,101.0,0.2277,0.0198,0.0792,0.0,0.6139,0.0099,0.0495,0.0,0.0,0.0,1,,28583.0,,,,,,28219.0,30404.0,,,,0.8394,,,,,0.8540000000000001,0.6715,23900.0,0.297,0.293,25732.0,273.557098058171,0.11691022960000001,,0.3144
92,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,0,3,4,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0193,0.0,0.011000000000000001,0.0055,0.0,0.1934,0.0,0.0,0.0,0.2873,0.0,0.0,0.0773,0.0,0.0,2363.0,0.606,0.0216,0.0377,0.055,0.0034,0.0068,0.1096,0.0753,0.0846,0.0457,1,,31825.0,,,,,,28454.0,28623.0,32158.0,33622.0,33390.0,0.2553,0.8089,,,,0.4871,0.1098,66200.0,0.787,0.77,24250.0,257.801944190527,0.6444394213,,0.6075
93,School of Architecture at Taliesin,Scottsdale,AZ,0,4,4,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Ottawa University-Phoenix,Phoenix,AZ,0,3,4,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0843,0.0,0.0,0.0,0.1685,0.0,0.0,0.0,0.0,0.0,0.0169,0.0112,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067,0.0337,0.2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0674,0.2809,0.0169,0.0,293.0,0.6348,0.1092,0.0,0.0137,0.0239,0.0,0.0512,0.0,0.1672,0.9932,1,,,,,,,,,,,,,0.4984,,,,,0.6057,0.8707,41500.0,0.7020000000000001,0.6579999999999999,21257.0,225.983337223012,0.4652137469,,
110,Prescott College,Prescott,AZ,0,3,4,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,480.0,620.0,440.0,580.0,430.0,580.0,550.0,510.0,505.0,21.0,28.0,20.0,28.0,19.0,24.0,,,25.0,24.0,22.0,,1089.0,1089.0,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0087,0.0783,0.0,0.0522,0.0,0.0,0.0261,0.1739,0.0,0.0,0.0087,0.0,0.1826,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0261,0.0174,0.0,0.0,0.0,349.0,0.7049,0.0143,0.0716,0.0115,0.0372,0.0,0.0688,0.0086,0.0831,0.2464,1,,21976.0,,,,,,17594.0,17830.0,24242.0,26998.0,29894.0,0.4408,0.7333,,,,0.5614,0.3355,33200.0,0.528,0.462,19208.5,204.205717318917,0.525390625,,0.3071
117,Arizona Christian University,Phoenix,AZ,0,3,3,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,410.0,538.0,450.0,550.0,,,474.0,500.0,,18.0,22.0,15.0,21.0,17.0,23.0,,,20.0,18.0,20.0,,963.0,963.0,0.0,0.0,0.0,0.0,0.0635,0.0,0.0,0.0,0.1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.1905,0.0,0.0,0.2381,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0159,0.0,0.2698,0.0,0.0,684.0,0.5117,0.1506,0.1988,0.0088,0.0073,0.0073,0.0629,0.0263,0.0263,0.0482,1,,23150.0,,,,,,22058.0,21066.0,23927.0,24957.0,25574.0,0.3954,0.5742,,,,0.6457,0.1399,32200.0,0.603,0.611,18850.0,200.394500948101,0.5551470588,,0.3701
125,Arkansas Baptist College,Little Rock,AR,1,2,3,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.5849,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,0.0,0.0,0.0,0.0,0.0849,0.1415,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.066,0.0,0.0,878.0,0.0456,0.9419,0.0103,0.0011,0.0,0.0,0.0,0.0011,0.0,0.1424,1,,15943.0,,,,,,15330.0,15757.0,19207.0,16457.0,17507.0,0.8859,0.3529,,0.2439,,0.8061,0.2343,21800.0,0.315,0.265,29750.0,316.27248823374,0.25440806050000003,,0.1162
128,Lyon College,Batesville,AR,0,3,3,2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,455.0,540.0,490.0,580.0,460.0,560.0,498.0,535.0,510.0,22.0,26.0,21.0,27.0,22.0,26.0,,,24.0,24.0,24.0,,1099.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0536,0.0,0.0,0.2589,0.0804,0.0,0.0,0.0,0.0089,0.0,0.0089,0.0,0.2411,0.0,0.0,0.0446,0.0,0.0,0.0,0.0,0.0268,0.0,0.125,0.1161,0.0,683.0,0.7365,0.06,0.0747,0.0205,0.019,0.0,0.0,0.0278,0.0615,0.0073,1,,10434.0,,,,,,10931.0,8928.0,9417.0,10841.0,12381.0,0.4238,0.6515,,,,0.614,0.0336,38600.0,0.623,0.546,24720.0,262.79851795422,0.6743295019,,0.3865
138,Baptist Health College-Little Rock,Little Rock,AR,0,1,1,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,,,,,,,,18.0,23.0,16.0,23.0,17.0,23.0,,,21.0,20.0,20.0,,970.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,661.0,0.7307,0.1846,0.0227,0.0182,0.0045,0.0015,0.0363,0.0,0.0015,0.11800000000000001,1,,20780.0,,,,,,20005.0,20630.0,21130.0,22130.0,,0.6094,,0.6562,,,0.9729,0.4434,47200.0,0.7879999999999999,0.775,11000.0,116.941088086425,0.7012987012999999,0.3934,
141,Central Baptist College,Conway,AR,0,3,3,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,405.0,470.0,410.0,495.0,405.0,450.0,438.0,453.0,428.0,19.0,25.0,17.0,25.0,18.0,24.0,,,22.0,21.0,21.0,,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0161,0.1371,0.0,0.0323,0.0,0.0,0.0,0.0887,0.0,0.1452,0.0,0.0,0.1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0161,0.2823,0.0323,0.0,731.0,0.7059,0.2107,0.0274,0.0014,0.0096,0.0027,0.0082,0.0274,0.0068,0.1368,1,,14512.0,,,,,,13014.0,15025.0,15147.0,14898.0,15435.0,0.4109,0.7020000000000001,,,,0.5789,0.3462,35300.0,0.593,0.5529999999999999,28250.0,300.325976221955,0.5753424658,,0.2878
143,Crowley's Ridge College,Paragould,AR,0,3,3,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0571,0.2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286,0.0,0.0,197.0,0.9391,0.0508,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,1,,13581.0,,,,,,12175.0,11282.0,14738.0,14740.0,15458.0,0.5177,0.6061,,,,0.6637,0.0575,26000.0,0.37200000000000005,0.391,21258.0,225.99396823102,0.5267857143,,0.21100000000000002
150,Harding University,Searcy,AR,0,3,4,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,500.0,610.0,480.0,610.0,,,555.0,545.0,,22.0,28.0,22.0,30.0,20.0,27.0,,,25.0,26.0,24.0,,1135.0,1135.0,0.0,0.0,0.0,0.0,0.0406,0.0,0.053,0.0,0.1443,0.0406,0.0,0.0147,0.0214,0.0,0.0068,0.0733,0.0,0.0474,0.0079,0.0,0.0034,0.0654,0.0,0.0349,0.0068,0.0,0.0586,0.0192,0.0361,0.0135,0.0,0.0,0.0,0.0,0.0282,0.1285,0.1409,0.0147,0.0,4377.0,0.8223,0.045,0.0315,0.0064,0.0071,0.0,0.0238,0.0633,0.0007,0.0535,1,,17803.0,,,,,,12338.0,14788.0,17943.0,19613.0,20076.0,0.26899999999999996,0.8363,,,,0.5573,0.0555,40900.0,0.644,0.607,27000.0,287.037216212134,0.7277023036,,0.6378
