,INSTNM,CITY,STABBR,HCM2,PREDDEG,HIGHDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4_POOLED_SUPP,RET_FTL4_POOLED_SUPP,RET_PT4_POOLED_SUPP,RET_PTL4_POOLED_SUPP,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GT_25K_P6,GT_28K_P6,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP
13,South University-Montgomery,Montgomery,AL,0,3,4,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019,0.1058,0.0,0.0,394.0,0.297,0.6447,0.0203,0.0102,0.0025,0.0102,0.0,0.0,0.0152,0.3959,1,,20830.0,,,,,,20556.0,17791.0,,26892.0,26892.0,0.6696,0.3469,,,,0.7087,0.6109,33400.0,0.58,0.478,25000.0,265.77520019642003,0.2547585843,,0.0714
18,New Beginning College of Cosmetology,Albertville,AL,0,1,1,3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.878,0.0122,0.1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,8781.0,,,,,,8504.0,8880.0,11613.0,10149.0,9707.0,0.3409,,0.8545,,,0.4545,0.2747,,,,5900.0,62.7229472463552,0.4205607477,0.7338,
22,Herzing University-Birmingham,Birmingham,AL,0,1,4,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429,0.0229,0.0,0.0,481.0,0.34299999999999997,0.5156,0.0125,0.0021,0.0042,0.0,0.0582,0.0,0.0644,0.6237,1,,21154.0,,,,,,22471.0,20078.0,20808.0,20048.0,19195.0,0.525,,,,,0.7083,0.7147,37800.0,0.5660000000000001,0.49700000000000005,23139.5,245.996209797802,0.3041105434,,0.3111
67,Charter College,Vancouver,WA,0,1,4,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,0.0,0.0045,0.0647,0.0731,0.0,0.0,0.6687,0.1018,0.0,0.0,2641.0,0.4089,0.0613,0.2791,0.0023,0.0931,0.055999999999999994,0.0488,0.0,0.0504,0.0,1,,26830.0,,,,,,26407.0,26372.0,28127.0,29683.0,28214.0,0.6214,0.4743,,,,0.705,0.6233,39800.0,0.5529999999999999,0.494,14875.0,158.13624411687,0.3047679059,,0.4678
68,Alaska Career College,Anchorage,AK,0,1,2,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337,0.0,0.7879,0.1785,0.0,0.0,424.0,0.3632,0.125,0.1014,0.2193,0.158,0.0024,0.0142,0.0024,0.0142,0.0,1,,17098.0,,,,,,16802.0,18315.0,,,,0.7392,,0.7298,,,0.7901,0.5503,31200.0,0.495,0.45899999999999996,8437.0,89.6938145622879,0.4457236842,0.7086,
69,Empire Beauty School-Tucson,Tucson,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.1923,0.0673,0.4904,0.0,0.0385,0.0096,0.125,0.0,0.0769,0.3173,1,,12461.0,,,,,,12482.0,12497.0,11822.0,,,0.7529,,0.6274,,0.5135,0.6667,0.4609,20300.0,0.315,0.27399999999999997,11766.0,125.084440220443,0.2879914984,0.4808,
71,American Institute of Trucking,Phoenix,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,274.0,0.43799999999999994,0.2409,0.2044,0.0,0.0109,0.0,0.0766,0.0,0.0292,0.0,1,,17904.0,,,,,,17701.0,17991.0,,19319.0,19485.0,0.3985,,,,,0.6678,0.8796,33400.0,0.5329999999999999,0.528,6002.0,63.807310063156606,0.4192562404,0.4658,
72,Carrington College-Phoenix North,Phoenix,AZ,0,1,2,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,653.0,0.242,0.0735,0.5712,0.0092,0.0689,0.0061,0.0138,0.0,0.0153,0.0,1,,19382.0,,,,,,19324.0,18637.0,21007.0,23343.0,,0.772,,0.7212,,,0.5699,0.2899,25400.0,0.489,0.435,9500.0,100.994576074639,0.3293361884,0.672,
73,Carrington College-Mesa,Mesa,AZ,0,1,2,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,599.0,0.3923,0.0651,0.3706,0.0167,0.1235,0.0083,0.0234,0.0,0.0,0.0568,1,,18166.0,,,,,,17933.0,18391.0,15860.0,23180.0,23180.0,0.6528,,0.6824,,,0.4896,0.4329,25400.0,0.489,0.435,9500.0,100.994576074639,0.3293361884,0.7059,
74,Carrington College-Tucson,Tucson,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,308.0,0.2305,0.0455,0.6396,0.0097,0.0552,0.0,0.013000000000000001,0.0,0.0065,0.0,1,,17493.0,,,,,,17305.0,16557.0,20630.0,22237.0,22237.0,0.7431,,0.7324,,,0.519,0.3221,25400.0,0.489,0.435,9500.0,100.994576074639,0.3293361884,0.7195,
76,Arizona Academy of Beauty-East,Tucson,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.2667,0.1,0.4778,0.0111,0.0444,0.0,0.0889,0.0,0.0111,0.0,1,,19330.0,,,,,,17355.0,,23280.0,,,0.6,,,,,0.5765,0.6970000000000001,15300.0,,,4942.5,52.54375707883229,0.2535211268,0.6129,
77,Arizona Automotive Institute,Glendale,AZ,0,1,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4989,0.5011,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.3897,0.0663,0.3437,0.0054,0.18,0.0027,0.0,0.0,0.0122,0.0,1,,28866.0,,,,,,28382.0,28716.0,30964.0,33302.0,33774.0,0.7697,,0.6869,,,0.7148,0.5902,35300.0,0.42700000000000005,0.384,11332.0,120.470582745033,0.3413775767,0.5918,
78,Brookline College-Phoenix,Phoenix,AZ,0,1,4,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626,0.0591,0.0,0.0,1101.0,0.3824,0.1826,0.3025,0.0454,0.0454,0.0064,0.0282,0.0,0.0073,0.3742,1,,28459.0,,,,,,27504.0,28107.0,30268.0,31598.0,31746.0,0.5747,0.5907,,,,0.5806,0.6295,21900.0,0.32899999999999996,0.281,9500.0,100.994576074639,0.20920398010000002,,0.3912
82,Southwest University of Visual Arts-Tucson,Tucson,AZ,0,3,4,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,0.0,132.0,0.447,0.053,0.447,0.0,0.0379,0.0,0.0,0.0,0.0152,0.0909,1,,29964.0,,,,,,29366.0,30838.0,32254.0,32254.0,32254.0,0.4599,0.8372,,,,0.6715,0.4962,30200.0,0.441,0.419,51488.5,547.374655812535,0.3382899628,,0.8605
85,Charles of Italy Beauty College,Lake Havasu City,AZ,0,1,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,60.0,0.8167,0.0167,0.0667,0.0,0.0667,0.0,0.0167,0.0,0.0167,0.0,1,,10042.0,,,,,,9496.0,10460.0,11453.0,13981.0,13981.0,0.5660000000000001,,0.9231,,,0.4906,0.4762,16100.0,0.263,0.17800000000000002,7612.0,80.923232955806,0.4418604651,0.6403,
87,Empire Beauty School-Flagstaff,Flagstaff,AZ,0,1,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.3714,0.0,0.2,0.0,0.2286,0.0,0.0571,0.0,0.1429,0.0,1,,13195.0,,,,,,12198.0,11228.0,15190.0,17153.0,17153.0,0.7049,,0.7414,,,0.7377,0.3409,18500.0,0.231,0.209,11526.0,122.53299829855699,0.2978723404,0.5574,
88,Empire Beauty School-Chandler,Chandler,AZ,0,1,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.4194,0.1129,0.3226,0.0,0.0645,0.0161,0.0484,0.0,0.0161,0.4677,1,,11789.0,,,,,,11653.0,12002.0,13752.0,,,0.7596,,0.439,,,0.7115,0.5758,18500.0,0.231,0.209,11526.0,122.53299829855699,0.2978723404,0.4769,
89,Cortiva Institute-Tucson,Tucson,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,0.5056,0.0899,0.3034,0.0112,0.0449,0.0,0.0112,0.0,0.0337,0.4607,1,,21397.0,,,,,,19782.0,21606.0,22375.0,23003.0,,0.7559,,0.8511,,0.75,0.8685,0.5038,22100.0,0.38,0.298,6333.0,67.3261737137572,0.4471153846,0.8089,
90,Avalon School of Cosmetology-Mesa,Mesa,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.4161,0.0944,0.3951,0.0245,0.027999999999999997,0.0,0.0175,0.0,0.0245,0.535,1,,12975.0,,,,,,12290.0,13261.0,14412.0,,,0.5842,,0.9301,,0.8492,0.7168,0.2943,19000.0,0.34600000000000003,0.272,7442.0,79.1159615944704,0.33937082939999996,0.7838,
95,Grand Canyon University,Phoenix,AZ,0,3,4,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.1102,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.0148,0.0,0.0,0.0001,0.016,0.0,0.0217,0.0,0.0,0.0,0.0303,0.0713,0.0,0.0,0.0,0.0,0.0,0.0104,0.5927,0.1127,0.0041,0.0,45495.0,0.4866,0.1711,0.1959,0.0345,0.01,0.006,0.0351,0.0,0.0608,0.6804,1,,20923.0,,,,,,18613.0,19230.0,21563.0,23014.0,22847.0,0.4575,0.6651,,0.3683,,0.5967,0.6108,52700.0,0.596,0.507,18750.0,199.33140014731498,0.3519825032,,0.4081
100,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,0.6684,0.0321,0.1168,0.0076,0.0262,0.0085,0.0838,0.0,0.0567,0.0,1,,17853.0,,,,,,16432.0,17796.0,18909.0,20334.0,20498.0,0.4595,,0.815,,,0.5309,0.5945,38700.0,0.626,0.58,15838.0,168.373904828436,0.410058855,0.6598,
106,Cortiva Institute-Scottsdale,Scottsdale,AZ,0,1,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,0.5056,0.0449,0.2809,0.0449,0.0337,0.0,0.0112,0.0,0.0787,0.4944,1,,18615.0,,,,,,17667.0,18749.0,19601.0,20175.0,,0.5798,,,,,0.8723,0.6577,21900.0,0.452,0.40700000000000003,7600.0,80.7956608597118,0.5208333333,0.7911,
108,Pima Medical Institute-Tucson,Tucson,AZ,0,1,3,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2109.0,0.4163,0.0692,0.3698,0.0469,0.0171,0.0057,0.0474,0.0009,0.0266,0.0,1,,21222.0,,,,,,21141.0,21227.0,21880.0,22833.0,,0.4708,0.5203,,,,0.6484,0.6431,28800.0,0.505,0.466,8708.0,92.57481773241709,0.4626200015,,0.7552
109,Pima Medical Institute-Albuquerque,Albuquerque,NM,0,1,2,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,872.0,0.2282,0.0264,0.5677,0.0172,0.1227,0.0011,0.0183,0.0,0.0183,0.0,1,,19029.0,,,,,,18939.0,19027.0,19776.0,20760.0,,0.6581,,0.6431,,,0.7222,0.4622,28800.0,0.505,0.466,8708.0,92.57481773241709,0.4626200015,0.6947,
111,Refrigeration School Inc,Phoenix,AZ,0,1,2,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.4216,0.0898,0.2846,0.0152,0.0761,0.0122,0.0198,0.0,0.0807,0.0,1,,22757.0,,,,,,22259.0,23258.0,23215.0,25637.0,25758.0,0.6414,,0.7486,,,0.7016,0.718,41500.0,0.662,0.629,11612.0,123.44726498723301,0.3662131519,0.7207,
113,Roberto-Venn School of Luthiery,Phoenix,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.9,0.0,0.05,0.0,0.025,0.0,0.0,0.025,0.0,0.0,1,,20419.0,,,,,,20419.0,,,,,0.4035,,,,,0.5263,0.375,24000.0,,0.473,,,0.5769230769,0.7778,
119,Universal Technical Institute of Arizona Inc,Avondale,AZ,0,2,2,3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,0.4362,0.0269,0.3033,0.0274,0.057999999999999996,0.0316,0.0928,0.0011,0.0227,0.0,1,,20016.0,,,,,,18726.0,19114.0,21175.0,23639.0,23368.0,0.4746,,0.7393,,,0.6082,0.31,45200.0,0.693,0.645,17365.0,184.607454056433,0.4811762665,0.5921,
120,Western International University,Tempe,AZ,0,3,4,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.6419,0.0,0.0,1133.0,0.4484,0.1853,0.165,0.0168,0.0194,0.0079,0.0512,0.0,0.1059,0.0,1,,14975.0,,,,,,11294.0,17736.0,,17736.0,17736.0,0.3556,0.4091,,,,0.2888,0.9562,35000.0,0.782,0.752,26255.5,279.122430750284,0.3892405063,,0.0775
121,Empire Beauty School-NW Phoenix,Phoenix,AZ,0,1,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.1684,0.3158,0.3158,0.0,0.0526,0.0211,0.0,0.0,0.1263,0.3368,1,,13398.0,,,,,,13044.0,13505.0,17108.0,,,0.7828,,0.4762,,0.4872,0.7149,0.3806,18200.0,0.18899999999999997,0.16699999999999998,11709.0,124.478472763995,0.2771362587,0.3656,
126,Arkansas Beauty School-Little Rock,Little Rock,AR,0,1,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0787,0.8652,0.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0562,1,,18688.0,,,,,,18688.0,,,,,0.6405,,0.5806,,,0.5817,0.6486,14000.0,,,6333.0,67.3261737137572,0.3188405797,0.7,
127,Arkansas Beauty College,Russellville,AR,0,1,1,3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.8235,0.0,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,1,,8721.0,,,,,,7880.0,9634.0,10020.0,13158.0,,0.6486,,0.6324,,,0.7027,0.3043,,,,,,0.41860465119999996,0.6531,
129,Arkansas College of Barbering and Hair Design,North Little Rock,AR,0,1,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0534,0.9389,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0153,1,,17121.0,,,,,,17121.0,,,,,0.6231,,,,,0.5112,0.5682,15300.0,0.17,0.18100000000000002,16355.0,173.870135968498,0.3706896552,0.7659,
